# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0869-v0M1_gene_tas.txt -m 2 -s 1000
#FDR Corrected thresholds: 0.992 0.038
#MH Acceptance-Rate:	36.79%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.744002
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	3	106	40	557	0.979000	U
cds_SP5448_00010	2	102	89	962	1.000000	E
cds_SP5448_00015	1	15	14	174	0.867000	U
cds_SP5448_00020	8	80	23	266	0.023000	NE
cds_SP5448_00025	0	56	56	565	1.000000	E
cds_SP5448_00030	66	265	12	127	0.001000	NE
cds_SP5448_00035	5	30	9	76	0.001000	NE
cds_SP5448_00040	2	30	16	157	0.001000	NE
cds_SP5448_00050	24	128	19	218	0.001000	NE
cds_SP5448_00055	0	130	130	1266	1.000000	E
cds_SP5448_00060	1	55	47	432	0.998000	E
cds_SP5448_00065	2	138	130	1863	1.000000	E
cds_SP5448_00070	10	156	29	315	0.377000	U
cds_SP5448_00080	47	91	9	143	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	53	186	9	142	0.000000	NE
cds_SP5448_00095	8	11	1	2	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	1	2	1	2	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	3	6	2	19	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	1	2	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	2	87	59	805	1.000000	E
cds_SP5448_00190	0	61	61	956	1.000000	E
cds_SP5448_00195	5	65	23	226	0.003000	NE
cds_SP5448_00200	2	86	52	543	1.000000	E
cds_SP5448_00205	2	22	14	131	0.008000	NE
cds_SP5448_00210	8	48	12	302	0.082000	U
cds_SP5448_00215	30	171	15	299	0.008000	NE
cds_SP5448_00220	25	95	15	215	0.001000	NE
cds_SP5448_00225	11	49	8	250	0.001000	NE
cds_SP5448_00230	9	29	7	157	0.000000	NE
cds_SP5448_00235	20	61	15	311	0.048000	U
cds_SP5448_00240	34	92	8	83	0.000000	NE
cds_SP5448_00245	26	58	6	144	0.000000	NE
cds_SP5448_00250	3	17	9	239	0.001000	NE
cds_SP5448_00255	19	38	5	120	0.000000	NE
cds_SP5448_00260	64	173	9	49	0.000000	NE
cds_SP5448_00265	7	57	14	414	0.093000	U
cds_SP5448_00270	27	90	13	97	0.001000	NE
cds_SP5448_00280	5	78	26	328	0.567000	U
cds_SP5448_00285	15	41	11	135	0.001000	NE
cds_SP5448_00290	1	38	21	217	0.001000	NE
cds_SP5448_00295	6	150	45	515	0.984000	U
cds_SP5448_00300	27	148	17	323	0.038000	U
cds_SP5448_00305	21	67	11	135	0.001000	NE
cds_SP5448_00310	38	106	7	82	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.953000	U
cds_SP5448_00320	0	31	31	613	0.988000	U
cds_SP5448_00325	1	31	25	495	0.932000	U
cds_SP5448_00330	0	15	15	287	0.970000	U
cds_SP5448_00335	0	47	47	828	1.000000	E
cds_SP5448_00340	0	14	14	273	0.958000	U
cds_SP5448_00345	1	20	16	299	0.837000	U
cds_SP5448_00350	0	34	34	640	0.994000	E
cds_SP5448_00355	0	27	27	409	0.977000	U
cds_SP5448_00360	0	7	7	192	0.901000	U
cds_SP5448_00365	0	22	22	252	0.990000	U
cds_SP5448_00370	0	21	21	333	0.969000	U
cds_SP5448_00375	0	22	22	298	0.991000	U
cds_SP5448_00380	2	34	17	250	0.011000	NE
cds_SP5448_00385	0	10	10	180	0.913000	U
cds_SP5448_00390	0	24	24	393	0.956000	U
cds_SP5448_00395	1	36	35	522	0.997000	E
cds_SP5448_00400	0	19	19	342	0.953000	U
cds_SP5448_00405	0	25	25	486	0.952000	U
cds_SP5448_00410	0	16	16	171	0.956000	U
cds_SP5448_00415	0	29	29	424	0.985000	U
cds_SP5448_00420	1	117	97	1135	1.000000	E
cds_SP5448_00425	4	46	33	411	0.970000	U
cds_SP5448_00430	0	15	15	181	0.965000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.967000	U
cds_SP5448_00445	0	19	19	378	0.920000	U
cds_SP5448_00450	1	67	52	714	0.999000	E
cds_SP5448_00455	0	23	23	380	0.969000	U
cds_SP5448_00465	48	91	7	125	0.000000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	58	186	11	169	0.001000	NE
cds_SP5448_00480	6	11	3	17	-1.000000	S
cds_SP5448_00485	1	3	1	2	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	1	5	4	53	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	2	5	1	2	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	1	2	1	2	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
