# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0873-v0M1_gene_tas.txt -m 16 -s 1000
#FDR Corrected thresholds: 0.999 0.015
#MH Acceptance-Rate:	23.18%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.917204
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.805000	U
cds_SP5448_00010	0	102	102	1119	0.645000	U
cds_SP5448_00015	0	15	15	183	0.955000	U
cds_SP5448_00020	1	80	75	988	0.695000	U
cds_SP5448_00025	0	56	56	565	0.648000	U
cds_SP5448_00030	15	265	43	570	0.041000	U
cds_SP5448_00035	2	30	13	110	0.001000	NE
cds_SP5448_00040	0	30	30	338	0.868000	U
cds_SP5448_00050	5	128	54	561	0.175000	U
cds_SP5448_00055	0	130	130	1266	0.397000	U
cds_SP5448_00060	0	55	55	528	0.653000	U
cds_SP5448_00065	0	138	138	1974	0.976000	U
cds_SP5448_00070	1	156	84	853	0.283000	U
cds_SP5448_00080	16	91	15	254	0.004000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	7	186	39	588	0.069000	U
cds_SP5448_00095	1	11	7	61	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	0	3	3	20	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.827000	U
cds_SP5448_00190	0	61	61	956	0.762000	U
cds_SP5448_00195	0	65	65	751	0.631000	U
cds_SP5448_00200	0	86	86	991	0.678000	U
cds_SP5448_00205	0	22	22	210	0.962000	U
cds_SP5448_00210	0	48	48	699	0.613000	U
cds_SP5448_00215	5	171	58	1184	0.415000	U
cds_SP5448_00220	6	95	32	499	0.146000	U
cds_SP5448_00225	6	49	11	275	0.021000	U
cds_SP5448_00230	3	29	16	272	0.042000	U
cds_SP5448_00235	7	61	17	347	0.098000	U
cds_SP5448_00240	9	92	19	261	0.003000	NE
cds_SP5448_00245	6	58	20	460	0.174000	U
cds_SP5448_00250	0	17	17	477	0.630000	U
cds_SP5448_00255	8	38	11	421	0.206000	U
cds_SP5448_00260	25	173	18	179	0.001000	NE
cds_SP5448_00265	3	57	20	552	0.210000	U
cds_SP5448_00270	5	90	40	348	0.177000	U
cds_SP5448_00280	1	78	53	634	0.375000	U
cds_SP5448_00285	4	41	20	223	0.002000	NE
cds_SP5448_00290	0	38	38	386	0.765000	U
cds_SP5448_00295	0	150	150	1768	0.749000	U
cds_SP5448_00300	7	148	55	936	0.239000	U
cds_SP5448_00305	7	67	28	471	0.209000	U
cds_SP5448_00310	19	106	32	371	0.118000	U
cds_SP5448_00315	0	13	13	288	0.962000	U
cds_SP5448_00320	0	31	31	613	0.596000	U
cds_SP5448_00325	0	31	31	613	0.624000	U
cds_SP5448_00330	0	15	15	287	0.962000	U
cds_SP5448_00335	0	47	47	828	0.691000	U
cds_SP5448_00340	0	14	14	273	0.954000	U
cds_SP5448_00345	0	20	20	333	0.874000	U
cds_SP5448_00350	0	34	34	640	0.622000	U
cds_SP5448_00355	0	27	27	409	0.730000	U
