# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0866-v0M1_gene_tas.txt -m 16 -s 1000
#FDR Corrected thresholds: 0.999 0.018
#MH Acceptance-Rate:	25.09%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.903301
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	1	106	96	1182	0.822000	U
cds_SP5448_00010	0	102	102	1119	0.758000	U
cds_SP5448_00015	0	15	15	183	0.944000	U
cds_SP5448_00020	1	80	75	988	0.793000	U
cds_SP5448_00025	0	56	56	565	0.692000	U
cds_SP5448_00030	20	265	41	623	0.051000	U
cds_SP5448_00035	1	30	20	186	0.002000	NE
cds_SP5448_00040	0	30	30	338	0.849000	U
cds_SP5448_00050	4	128	80	789	0.419000	U
cds_SP5448_00055	0	130	130	1266	0.528000	U
cds_SP5448_00060	0	55	55	528	0.701000	U
cds_SP5448_00065	0	138	138	1974	0.992000	U
cds_SP5448_00070	1	156	84	853	0.388000	U
cds_SP5448_00080	19	91	18	365	0.117000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	11	186	38	586	0.060000	U
cds_SP5448_00095	2	11	5	32	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
