# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0895-v0M1_gene_tas.txt -m 32 -s 1000
#FDR Corrected thresholds: 0.999 0.01
#MH Acceptance-Rate:	21.30%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.931396
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.611000	U
cds_SP5448_00010	0	102	102	1119	0.431000	U
cds_SP5448_00015	0	15	15	183	0.962000	U
cds_SP5448_00020	1	80	75	988	0.591000	U
cds_SP5448_00025	0	56	56	565	0.563000	U
cds_SP5448_00030	11	265	57	810	0.062000	U
cds_SP5448_00035	1	30	20	186	0.009000	NE
cds_SP5448_00040	0	30	30	338	0.874000	U
cds_SP5448_00050	4	128	57	571	0.145000	U
cds_SP5448_00055	0	130	130	1266	0.196000	U
cds_SP5448_00060	0	55	55	528	0.581000	U
cds_SP5448_00065	0	138	138	1974	0.946000	U
cds_SP5448_00070	0	156	156	1452	0.054000	U
cds_SP5448_00080	15	91	23	436	0.127000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	9	186	39	588	0.071000	U
cds_SP5448_00095	1	11	7	61	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	0	3	3	20	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.678000	U
cds_SP5448_00190	0	61	61	956	0.676000	U
cds_SP5448_00195	0	65	65	751	0.557000	U
cds_SP5448_00200	0	86	86	991	0.557000	U
cds_SP5448_00205	0	22	22	210	0.950000	U
cds_SP5448_00210	0	48	48	699	0.574000	U
cds_SP5448_00215	4	171	81	1943	0.993000	U
cds_SP5448_00220	3	95	33	506	0.147000	U
cds_SP5448_00225	3	49	17	370	0.238000	U
cds_SP5448_00230	2	29	21	434	0.563000	U
cds_SP5448_00235	7	61	15	315	0.120000	U
cds_SP5448_00240	7	92	19	261	0.005000	NE
cds_SP5448_00245	5	58	24	565	0.234000	U
cds_SP5448_00250	0	17	17	477	0.670000	U
cds_SP5448_00255	6	38	13	463	0.281000	U
cds_SP5448_00260	18	173	24	259	0.006000	NE
cds_SP5448_00265	2	57	26	702	0.329000	U
cds_SP5448_00270	4	90	46	389	0.205000	U
cds_SP5448_00280	1	78	53	634	0.332000	U
cds_SP5448_00285	3	41	20	223	0.002000	NE
cds_SP5448_00290	0	38	38	386	0.732000	U
cds_SP5448_00295	0	150	150	1768	0.490000	U
cds_SP5448_00300	6	148	55	936	0.200000	U
cds_SP5448_00305	8	67	28	471	0.255000	U
cds_SP5448_00310	16	106	32	371	0.147000	U
cds_SP5448_00315	0	13	13	288	0.965000	U
cds_SP5448_00320	0	31	31	613	0.643000	U
cds_SP5448_00325	0	31	31	613	0.616000	U
cds_SP5448_00330	0	15	15	287	0.968000	U
cds_SP5448_00335	0	47	47	828	0.615000	U
cds_SP5448_00340	0	14	14	273	0.967000	U
cds_SP5448_00345	0	20	20	333	0.883000	U
cds_SP5448_00350	0	34	34	640	0.613000	U
cds_SP5448_00355	0	27	27	409	0.722000	U
cds_SP5448_00360	0	7	7	192	0.965000	U
cds_SP5448_00365	0	22	22	252	0.963000	U
cds_SP5448_00370	0	21	21	333	0.896000	U
cds_SP5448_00375	0	22	22	298	0.943000	U
cds_SP5448_00380	0	34	34	532	0.640000	U
cds_SP5448_00385	0	10	10	180	0.964000	U
cds_SP5448_00390	0	24	24	393	0.798000	U
cds_SP5448_00395	0	36	36	528	0.644000	U
cds_SP5448_00400	0	19	19	342	0.869000	U
cds_SP5448_00405	0	25	25	486	0.639000	U
cds_SP5448_00410	0	16	16	171	0.965000	U
cds_SP5448_00415	0	29	29	424	0.713000	U
cds_SP5448_00420	0	117	117	1297	0.461000	U
cds_SP5448_00425	0	46	46	628	0.572000	U
cds_SP5448_00430	0	15	15	181	0.966000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.828000	U
cds_SP5448_00445	0	19	19	378	0.797000	U
cds_SP5448_00450	0	67	67	919	0.604000	U
cds_SP5448_00455	0	23	23	380	0.789000	U
cds_SP5448_00465	16	91	20	385	0.157000	U
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	9	186	39	588	0.076000	U
cds_SP5448_00480	1	11	7	61	-1.000000	S
cds_SP5448_00485	0	3	3	59	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	0	5	5	55	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	1	5	3	40	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	0	2	2	56	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	0	12	12	164	0.962000	U
cds_SP5448_00550	1	19	14	195	0.010000	U
cds_SP5448_00555	0	14	14	222	0.963000	U
cds_SP5448_00560	0	47	47	433	0.688000	U
cds_SP5448_00565	1	42	40	686	0.575000	U
cds_SP5448_00570	1	69	39	451	0.300000	U
cds_SP5448_00575	1	25	24	372	0.776000	U
cds_SP5448_00580	0	76	76	1257	0.833000	U
cds_SP5448_00585	1	170	140	1869	0.766000	U
cds_SP5448_00590	0	159	159	3545	1.000000	E
cds_SP5448_00595	0	187	187	3631	1.000000	E
cds_SP5448_00600	2	29	25	297	0.604000	U
cds_SP5448_00605	2	73	56	705	0.413000	U
cds_SP5448_00610	5	86	50	566	0.272000	U
cds_SP5448_00615	1	26	22	279	0.552000	U
cds_SP5448_00620	1	33	17	215	0.001000	NE
cds_SP5448_00625	1	23	20	192	0.183000	U
cds_SP5448_00630	3	41	24	258	0.027000	U
cds_SP5448_00635	4	28	12	120	0.001000	NE
cds_SP5448_00640	9	58	20	373	0.265000	U
cds_SP5448_00645	1	77	71	1010	0.603000	U
cds_SP5448_00650	3	26	12	163	0.001000	NE
cds_SP5448_00655	4	50	29	450	0.315000	U
cds_SP5448_00660	1	62	36	516	0.262000	U
cds_SP5448_00670	4	22	7	91	0.000000	NE
cds_SP5448_00675	0	25	25	299	0.948000	U
cds_SP5448_00680	1	28	19	423	0.468000	U
cds_SP5448_00685	2	32	29	382	0.737000	U
cds_SP5448_00690	0	37	37	631	0.617000	U
cds_SP5448_00695	3	43	29	593	0.330000	U
cds_SP5448_00700	3	49	25	478	0.313000	U
cds_SP5448_00705	3	115	52	708	0.214000	U
cds_SP5448_00710	19	203	32	338	0.070000	U
cds_SP5448_00715	2	56	40	385	0.466000	U
cds_SP5448_00720	5	85	34	372	0.159000	U
cds_SP5448_00725	4	66	34	335	0.268000	U
cds_SP5448_00730	2	63	38	358	0.337000	U
cds_SP5448_00735	9	84	21	402	0.193000	U
cds_SP5448_00740	0	10	10	163	0.966000	U
cds_SP5448_00745	1	20	16	268	0.220000	U
cds_SP5448_00750	4	63	26	315	0.225000	U
cds_SP5448_00755	1	65	60	628	0.482000	U
cds_SP5448_00760	7	97	20	250	0.003000	NE
cds_SP5448_00765	4	68	30	354	0.224000	U
cds_SP5448_00770	3	77	37	600	0.233000	U
cds_SP5448_00775	1	41	40	646	0.595000	U
cds_SP5448_00780	4	48	27	382	0.375000	U
cds_SP5448_00785	9	59	13	130	0.001000	NE
cds_SP5448_00790	4	22	9	139	0.001000	NE
cds_SP5448_00795	5	76	29	357	0.164000	U
cds_SP5448_00800	2	27	20	257	0.154000	U
cds_SP5448_00805	7	168	48	451	0.061000	U
cds_SP5448_00810	2	37	28	340	0.569000	U
cds_SP5448_00815	0	38	38	576	0.624000	U
cds_SP5448_00820	9	75	27	383	0.209000	U
cds_SP5448_00825	0	26	26	305	0.948000	U
cds_SP5448_00830	3	92	40	754	0.236000	U
cds_SP5448_00835	7	95	34	544	0.170000	U
cds_SP5448_00840	0	42	42	616	0.595000	U
cds_SP5448_00845	8	75	22	310	0.105000	U
cds_SP5448_00850	1	62	33	510	0.320000	U
cds_SP5448_00855	3	71	30	673	0.290000	U
cds_SP5448_00860	4	57	19	390	0.220000	U
cds_SP5448_00865	0	23	23	535	0.659000	U
cds_SP5448_00870	9	97	20	263	0.003000	NE
cds_SP5448_00875	0	54	54	482	0.617000	U
cds_SP5448_00880	9	126	25	314	0.088000	U
cds_SP5448_00885	2	35	15	193	0.001000	NE
cds_SP5448_00890	0	15	15	223	0.974000	U
cds_SP5448_00900	0	11	11	118	-1.000000	S
cds_SP5448_00905	7	78	25	405	0.190000	U
cds_SP5448_00910	0	115	115	2492	1.000000	E
cds_SP5448_00915	6	71	18	273	0.020000	U
cds_SP5448_00920	2	17	10	157	0.001000	NE
cds_SP5448_00925	3	33	16	243	0.004000	NE
cds_SP5448_00930	0	28	28	654	0.591000	U
